N° OP;Descrição do Item;Empresa;Data de Lançamento da OP;N° Pedido de Venda;N° Nota Fiscal;Situação da Garantia
9672;RTC 254A6 2/STD/W4 - 1009;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9672;RTC 254A6 2/STD/W4 - 1009;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9673;RFD 34E04 2/STD/W6 - 1211;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9673;RFD 34E04 2/STD/W6 - 1211;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9674;RTC 314A6 2/STD/W6/RR - 1477;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9674;RTC 314A6 2/STD/W6/RR - 1477;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9675;RFD 32E04 2/STD/W4/RR - 1400;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9675;RFD 32E04 2/STD/W4/RR - 1400;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9676;RTC 313A6 2/STD/W5 - 1007;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9676;RTC 313A6 2/STD/W5 - 1007;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9677;RFD 31E04 2/STD/W2/RR - 1493;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9677;RFD 31E04 2/STD/W2/RR - 1493;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9678;RTC 253A6 2/STD/W2 - 1538;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9678;RTC 253A6 2/STD/W2 - 1538;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9679;RTC 254A4 2/STD/W4/RR - 1009;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9679;RTC 254A4 2/STD/W4/RR - 1009;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9680;RCI 42B10 3/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9680;RCI 42B10 3/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9681;RTC 316A8 2/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9681;RTC 316A8 2/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9682;VCR 202EZ902 3/STD/TP;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9682;VCR 202EZ902 3/STD/TP;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9683;RCI 52D06 3/STD/EC/W20 - 1394;Arneg Brasil Ltda;29/07/2024;7883;NF 46342;Fora de Garantia
9683;RCI 52D06 3/STD/EC/W20 - 1394;Arneg Brasil Ltda;29/07/2024;7883;NF 46345;Fora de Garantia
9683;RCI 52D06 3/STD/EC/W20 - 1394;Arneg Brasil Ltda;29/07/2024;7883;NF 46347;Fora de Garantia
9683;RCI 52D06 3/STD/EC/W20 - 1394;Arneg Brasil Ltda;29/07/2024;7883;NF 46348;Fora de Garantia
9684;RCI 52B06 3/STD/EC/W20 - 1445;Arneg Brasil Ltda;29/07/2024;7883;NF 46342;Fora de Garantia
9684;RCI 52B06 3/STD/EC/W20 - 1445;Arneg Brasil Ltda;29/07/2024;7883;NF 46345;Fora de Garantia
9684;RCI 52B06 3/STD/EC/W20 - 1445;Arneg Brasil Ltda;29/07/2024;7883;NF 46347;Fora de Garantia
9684;RCI 52B06 3/STD/EC/W20 - 1445;Arneg Brasil Ltda;29/07/2024;7883;NF 46348;Fora de Garantia
9685;CCI 52A10 3/ED/STD/EC - 1388;Arneg Brasil Ltda;29/07/2024;7883;NF 46342;Fora de Garantia
9685;CCI 52A10 3/ED/STD/EC - 1388;Arneg Brasil Ltda;29/07/2024;7883;NF 46345;Fora de Garantia
9685;CCI 52A10 3/ED/STD/EC - 1388;Arneg Brasil Ltda;29/07/2024;7883;NF 46347;Fora de Garantia
9685;CCI 52A10 3/ED/STD/EC - 1388;Arneg Brasil Ltda;29/07/2024;7883;NF 46348;Fora de Garantia
9686;CCI 52B10 3/ED/STD/EC - 1572;Arneg Brasil Ltda;29/07/2024;7887;NF 46353;Fora de Garantia
9686;CCI 52B10 3/ED/STD/EC - 1572;Arneg Brasil Ltda;29/07/2024;7887;NF 46354;Fora de Garantia
9687;RCI 52B06 3/STD/EC/W13 - 2035;Arneg Brasil Ltda;29/07/2024;7887;NF 46353;Fora de Garantia
9687;RCI 52B06 3/STD/EC/W13 - 2035;Arneg Brasil Ltda;29/07/2024;7887;NF 46354;Fora de Garantia
9688;RCI 52A06 3/STD/EC/W20 - 1161;Arneg Brasil Ltda;29/07/2024;7887;NF 46353;Fora de Garantia
9688;RCI 52A06 3/STD/EC/W20 - 1161;Arneg Brasil Ltda;29/07/2024;7887;NF 46354;Fora de Garantia
9689;VCR 719EZ906 3/STD;Arneg Brasil Ltda;29/07/2024;7887;NF 46353;Fora de Garantia
9689;VCR 719EZ906 3/STD;Arneg Brasil Ltda;29/07/2024;7887;NF 46354;Fora de Garantia
9690;VCR 599EZ905 3/STD;Arneg Brasil Ltda;29/07/2024;7887;NF 46353;Fora de Garantia
9690;VCR 599EZ905 3/STD;Arneg Brasil Ltda;29/07/2024;7887;NF 46354;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46303;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46332;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46333;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46340;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46341;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46359;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46360;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46361;Fora de Garantia
9691;VCC 1235EZ9012 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46362;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46303;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46332;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46333;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46340;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46341;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46359;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46360;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46361;Fora de Garantia
9692;VCC 618EZ906 3/STD/TP;Grupo Fartura de Hortifrut S.A.;29/07/2024;7898;NF 46362;Fora de Garantia
9693;RCI 55D20/10 3/STD - 1844 - S/ Bandeja;Luiz Alves Junior 17402338835;29/07/2024;7899;NF 46399;Fora de Garantia
9694;RCI 55D20/10 3/STD - 1844 - S/ Bandeja;Rodrigues Medeiros Engenharia Ltda;29/07/2024;7900;NF 46552;Fora de Garantia
9718;RTC 312A6 2/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9718;RTC 312A6 2/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9719;RCI 41B10 3/STD/W8 - 1356;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9719;RCI 41B10 3/STD/W8 - 1356;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9720;RCI 41A10 3/STD/W8 - 1411;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9720;RCI 41A10 3/STD/W8 - 1411;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9721;RTC 312A6 2/STD/W6 -1477;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9721;RTC 312A6 2/STD/W6 -1477;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9722;RTC 253A6 2/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9722;RTC 253A6 2/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9723;RCI 42A10 3/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9723;RCI 42A10 3/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9724;RCI 41A10 3/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9724;RCI 41A10 3/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9725;RCI 41A10 3/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9725;RCI 41A10 3/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9726;RCI 41B10 3/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46225;Fora de Garantia
9726;RCI 41B10 3/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;05/08/2024;7927;NF 46283;Fora de Garantia
9727;CTC 313A6 2/STD/50Hz - 1363;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9728;CTC 312A8 2/ED/STD/50Hz - 1363;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9729;CFD 32E07 2/STD/50Hz - 807;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9730;CTC 352A8 2M/ED/STD/50Hz - 1696;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9731;CTC 312A6 2/STD/50Hz - 1363;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9732;CFD 34E07 2/STD/50Hz - 1286;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9733;CTC 315A8 2/ED/STD/50Hz - 1363;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9734;CTC 352E8 2M/ED/STD/50Hz - 2041;Arneg Argentina S.A.;05/08/2024;7921;NF 46317;Fora de Garantia
9735;RTC 314A6 2/STD/W6/RR - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;05/08/2024;7919;NF 46150;Fora de Garantia
9735;RTC 314A6 2/STD/W6/RR - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;05/08/2024;7919;NF 46304;Fora de Garantia
9736;FCR 041B52 H/3/STD/50Hz/CE - 1381;Bitzer Compressores Ltda;05/08/2024;7924;NF 46391;Fora de Garantia
9736;FCR 041B52 H/3/STD/50Hz/CE - 1381;Bitzer Compressores Ltda;05/08/2024;7924;NF 46456;Fora de Garantia
9737;FCR 176AC803 H/3/STD/CE -1333;Bitzer Compressores Ltda;05/08/2024;7924;NF 46391;Fora de Garantia
9737;FCR 176AC803 H/3/STD/CE -1333;Bitzer Compressores Ltda;05/08/2024;7924;NF 46456;Fora de Garantia
9738;FCR 126AC802 H/3/STD/CE/MT - 2113;;05/08/2024;;;Fora de Garantia
9739;RCI 52A10 3/HG/STD;Mazzero e Carvalho - Refrigeracao Ltda;05/08/2024;7940;NF 46337;Fora de Garantia
9739;RCI 52A10 3/HG/STD;Mazzero e Carvalho - Refrigeracao Ltda;05/08/2024;7940;NF 46338;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46303;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46332;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46333;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46340;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46341;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46359;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46360;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46361;Fora de Garantia
9740;RCI 632A10 3/STD/EC/W32 - 2169;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46362;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46303;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46332;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46333;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46340;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46341;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46359;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46360;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46361;Fora de Garantia
9741;RCI 631A10 3/STD/EC/W16 - 2170;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46362;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46303;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46332;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46333;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46340;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46341;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46359;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46360;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46361;Fora de Garantia
9742;RCI 91D06 3/STD - 2174;Grupo Fartura de Hortifrut S.A.;05/08/2024;7898;NF 46362;Fora de Garantia
9743;CTC 252A4 2/STD/G3 - 1900;J.N. Manutencao de Refrigeracao Ltda EPP;05/08/2024;7944;NF 46339;Fora de Garantia
9744;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;05/08/2024;7925;NF 46378;Fora de Garantia
9744;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;05/08/2024;7925;NF 46382;Fora de Garantia
9745;TC-50 6 Pol - 585 - Rev. 2;Mecalor Solucoes em Engenharia Termica Ltda;05/08/2024;7925;NF 46378;Fora de Garantia
9745;TC-50 6 Pol - 585 - Rev. 2;Mecalor Solucoes em Engenharia Termica Ltda;05/08/2024;7925;NF 46382;Fora de Garantia
9746;RCI 42A10 3/ED/HG/STD;Aguas Floresta Ltda EPP;05/08/2024;8174;NF 46422;Fora de Garantia
9747;RCI 62B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46559;Fora de Garantia
9747;RCI 62B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46560;Fora de Garantia
9747;RCI 62B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46561;Fora de Garantia
9747;RCI 62B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46562;Fora de Garantia
9747;RCI 62B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46586;Fora de Garantia
9747;RCI 62B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46632;Fora de Garantia
9748;RCI 42B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46559;Fora de Garantia
9748;RCI 42B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46560;Fora de Garantia
9748;RCI 42B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46561;Fora de Garantia
9748;RCI 42B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46562;Fora de Garantia
9748;RCI 42B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46586;Fora de Garantia
9748;RCI 42B10 3/HG/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46632;Fora de Garantia
9749;RTC 312A8 2/ED/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46559;Fora de Garantia
9749;RTC 312A8 2/ED/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46560;Fora de Garantia
9749;RTC 312A8 2/ED/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46561;Fora de Garantia
9749;RTC 312A8 2/ED/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46562;Fora de Garantia
9749;RTC 312A8 2/ED/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46586;Fora de Garantia
9749;RTC 312A8 2/ED/STD;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46632;Fora de Garantia
9750;VCC 618EZ906 3/STD/TP;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46559;Fora de Garantia
9750;VCC 618EZ906 3/STD/TP;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46560;Fora de Garantia
9750;VCC 618EZ906 3/STD/TP;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46561;Fora de Garantia
9750;VCC 618EZ906 3/STD/TP;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46562;Fora de Garantia
9750;VCC 618EZ906 3/STD/TP;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46586;Fora de Garantia
9750;VCC 618EZ906 3/STD/TP;Kim Neto Ind. e Com. de Panificacao Ltda;05/08/2024;7943;NF 46632;Fora de Garantia
9751;FCR 140EZ902 V/2/STD;Arneg Brasil Ltda;06/08/2024;7950;NF 46355;Fora de Garantia
9752;FCR 372EZ904 V/2/STD;Arneg Brasil Ltda;06/08/2024;7950;NF 46355;Fora de Garantia
9753;VCR 719EZ906 3/STD/TP;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46503;Fora de Garantia
9753;VCR 719EZ906 3/STD/TP;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46504;Fora de Garantia
9753;VCR 719EZ906 3/STD/TP;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46584;Fora de Garantia
9753;VCR 719EZ906 3/STD/TP;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46585;Fora de Garantia
9754;VCR 223EZ902 3/STD/TP;;06/08/2024;;;Fora de Garantia
9756;SRE 89B60T5000C 3/WD/HG/CO/CA - 1771;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46503;Fora de Garantia
9756;SRE 89B60T5000C 3/WD/HG/CO/CA - 1771;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46504;Fora de Garantia
9756;SRE 89B60T5000C 3/WD/HG/CO/CA - 1771;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46584;Fora de Garantia
9756;SRE 89B60T5000C 3/WD/HG/CO/CA - 1771;Fruta 7 Industria e Comercio de Alimentos Ltda;06/08/2024;7942;NF 46585;Fora de Garantia
9757;RCI 63B10 3/HG/STD;HDL Assessoria e Solucoes Empresariais Eireli;06/08/2024;7961;NF 46388;Fora de Garantia
9757;RCI 63B10 3/HG/STD;HDL Assessoria e Solucoes Empresariais Eireli;06/08/2024;7961;NF 46389;Fora de Garantia
9757;RCI 63B10 3/HG/STD;HDL Assessoria e Solucoes Empresariais Eireli;06/08/2024;7961;NF 46390;Fora de Garantia
9759;CCI 52A10 3/ED/STD - 1388;;07/08/2024;;;Fora de Garantia
9760;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46365;Fora de Garantia
9760;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46366;Fora de Garantia
9760;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46369;Fora de Garantia
9760;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46370;Fora de Garantia
9761;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46365;Fora de Garantia
9761;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46366;Fora de Garantia
9761;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46369;Fora de Garantia
9761;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46370;Fora de Garantia
9762;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46365;Fora de Garantia
9762;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46366;Fora de Garantia
9762;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46369;Fora de Garantia
9762;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46370;Fora de Garantia
9763;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46365;Fora de Garantia
9763;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46366;Fora de Garantia
9763;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46369;Fora de Garantia
9763;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46370;Fora de Garantia
9764;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46365;Fora de Garantia
9764;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46366;Fora de Garantia
9764;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46369;Fora de Garantia
9764;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46370;Fora de Garantia
9765;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46365;Fora de Garantia
9765;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46366;Fora de Garantia
9765;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;07/08/2024;7960;NF 46369;Fora de Garantia
